-1.0149,0.73745,0.057082
-0.99593,0.73178,0.24273
-0.97001,0.73832,0.10109
-0.97821,0.74944,-0.091416
-1.0052,0.77717,0.13983
-1.0024,0.77297,0.1927
-0.98685,0.77946,-0.036
-1.0044,0.80317,0.19507
-0.96578,0.80688,0.051119
-0.98493,0.82266,0.11605
-0.98352,0.8173,0.15859
-0.98131,0.82744,0.01646
-1.0036,0.8471,0.20214
-0.94388,0.84805,0.11204
-0.95535,0.8471,0.31407
-0.98963,0.88676,0.31569
-0.98977,0.89185,0.24877
-0.93864,0.86908,0.22984
-0.96319,0.91371,0.12211
-0.95765,0.92795,0.15611
-0.93001,0.94075,-0.031915
-0.98629,0.94521,0.22396
-0.95133,0.97441,-0.0097625
-0.95723,0.96302,0.19024
-0.93661,0.94825,0.20543
-0.93348,0.99202,0.0064783
-0.96972,1.0019,0.19936
-0.98225,1.0246,0.19768
-0.94102,1.0155,0.1557
-0.98602,1.0357,0.37858
-0.94346,1.0415,0.22918
-0.93025,1.0439,0.096219
-0.92644,1.0635,0.060983
-0.90358,1.0645,0.089069
-0.95936,1.0824,0.33243
-0.92151,1.1101,-0.032796
-0.91301,1.1151,0.20166
-0.93111,1.1317,0.16287
-0.90247,1.1145,0.13435
-0.94464,1.1221,0.21254
-0.89411,1.136,0.27799
-0.9193,1.1723,0.16584
-0.92707,1.1723,0.13103
-0.89481,1.1774,0.0077107
-0.8972,1.2065,0.037
-0.90819,1.1683,0.24185
-0.91888,1.2196,0.31324
-0.91152,1.2108,0.22782
-0.89084,1.2553,0.10085
-0.90052,1.26,-0.0061685
-0.91317,1.2626,0.21794
-0.88388,1.2381,0.25154
-0.87595,1.2673,0.15973
-0.88727,1.2871,0.15613
-0.90127,1.2886,0.013653
-0.91249,1.3009,0.38677
-0.8992,1.3255,0.075236
-0.87804,1.3189,0.15797
-0.92253,1.3484,0.34312
-0.89696,1.3535,0.13618
-0.85357,1.3569,0.1412
-0.88496,1.3638,0.29063
-0.88962,1.3835,0.049971
-0.89038,1.4035,-0.013313
-0.89302,1.3807,0.21111
-0.84176,1.4131,0.23256
-0.91261,1.418,0.35161
-0.88299,1.416,0.1874
-0.85495,1.4567,0.12083
-0.84573,1.443,0.34917
-0.84207,1.4461,0.27785
-0.87031,1.4725,0.14265
-0.83063,1.4492,0.37629
-0.86127,1.5084,0.18068
-0.87179,1.5173,0.3578
-0.8377,1.5116,0.13707
-0.8545,1.5236,0.14164
-0.84346,1.5323,-0.026706
-0.83212,1.5509,0.042213
-0.84203,1.5664,0.07476
-0.81412,1.5482,0.26787
-0.83145,1.5709,0.18957
-0.8332,1.5911,0.25261
-0.81822,1.5993,0.00023975
-0.81211,1.6038,0.037833
-0.80556,1.6143,0.28568
-0.82127,1.6547,0.28952
-0.79296,1.638,0.27192
-0.77712,1.6444,0.00073486
-0.80232,1.6538,0.38396
-0.7839,1.6612,0.015015
-0.80153,1.6937,0.055378
-0.7773,1.6852,0.10216
-0.79821,1.694,0.1034
-0.79424,1.7079,0.24066
-0.77155,1.7229,0.3267
-0.79411,1.7282,0.22464
-0.76682,1.7157,0.31247
-0.74231,1.7515,0.12174
-0.76405,1.7586,0.26094
-0.71377,1.7622,-0.020002
-0.7303,1.7721,0.20069
-0.69766,1.7645,0.25514
-0.71123,1.7832,0.35311
-0.74481,1.7884,0.3637
-0.73845,1.8064,0.31283
-0.7059,1.8356,0.15342
-0.68685,1.8059,0.14002
-0.67797,1.8054,0.30365
-0.7293,1.8461,0.29789
-0.67475,1.8657,0.11118
-0.71925,1.8711,0.30114
-0.68743,1.8846,0.24639
-0.71384,1.8971,0.28666
-0.69476,1.9067,0.19463
-0.69624,1.9266,0.2253
-0.69369,1.9161,0.24528
-0.64493,1.927,0.28594
-0.68018,1.9382,0.61528
-0.67476,1.9317,0.32107
-0.69309,1.9786,0.47221
-0.66888,1.9985,0.15358
-0.66652,2.009,0.26152
-0.64548,1.989,0.24315
-0.63341,2.0219,0.098769
-0.62741,2.0241,0.244
-0.66301,2.0393,0.15235
-0.62474,2.0243,0.23567
-0.65258,2.0526,0.49485
-0.64047,2.0594,0.25657
-0.62864,2.055,0.35319
-0.61097,2.1019,0.075521
-0.62726,2.0883,0.071896
-0.58463,2.1092,0.18326
-0.62418,2.1036,0.25105
-0.59458,2.0817,0.58748
-0.56566,2.1035,0.41559
-0.61643,2.1369,0.36641
-0.58732,2.1114,0.51112
-0.57033,2.1589,0.25124
-0.61288,2.1549,0.37858
-0.57098,2.1628,0.25434
-0.57237,2.1785,0.34222
-0.53989,2.1837,0.32231
-0.5482,2.1861,0.26785
-0.56882,2.2085,0.25477
-0.53573,2.2082,0.17529
-0.56336,2.1963,0.35252
-0.52155,2.2214,0.35832
-0.52739,2.2377,0.16494
-0.5457,2.2482,0.21561
-0.54571,2.259,0.24547
-0.53713,2.2587,0.42935
-0.51924,2.2718,0.10174
-0.5483,2.2858,0.33045
-0.51261,2.3024,0.20754
-0.48931,2.3243,0.039381
-0.53262,2.3147,0.072124
-0.50351,2.3244,-0.050771
-0.52429,2.3383,0.15908
-0.53413,2.3741,0.16443
-0.52726,2.3629,0.33205
-0.5152,2.3726,0.23246
-0.50684,2.3585,0.38328
-0.47166,2.3896,0.30644
-0.51581,2.3949,0.3128
-0.51461,2.4163,0.10226
-0.50966,2.4388,0.16664
-0.51617,2.4319,0.26424
-0.52878,2.4527,0.43933
-0.51155,2.431,0.16858
-0.52878,2.4527,0.296
-0.49978,2.4717,0.13122
-0.46865,2.4684,0.15946
-0.51031,2.5022,0.2958
-0.52881,2.4769,0.35354
-0.50602,2.4878,0.3857
-0.49813,2.5058,0.34706
-0.48641,2.5255,0.31656
-0.46325,2.5185,0.20443
-0.47004,2.5457,0.14207
-0.50654,2.542,0.42061
-0.50568,2.5667,0.21586
-0.51343,2.5836,0.16386
-0.46909,2.5822,0.29759
-0.5042,2.615,0.45216
-0.47952,2.611,0.069313
-0.4708,2.643,-0.0057666
-0.47598,2.6118,0.24771
-0.50884,2.6456,0.04102
-0.47021,2.6612,0.059492
